ext,aws1,write,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2
ext,vcloud,write,25,28,27,26,28,24,27,24,31,31,28,28,28,30,31,32,27,28,32,27,34,27,27,30,28,28,24,25,27,26,28,30,25,25,28,27,30,32,32,29,27,28,29,29,32,34,31,36,45,33 
