root,aws1,write,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1 
root,aws2,write,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1 
root,vmware,write,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,1,1,1,3,1,1,2,2,4,2,2,3,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,3,1,2,2
root,vcloud,write,14,14,14,8,14,16,11,11,12,14,12,15,17,15,19,28,22,25,23,26,27,28,24,25,24,26,26,29,28,26,25,22,27,31,27,27,30,28,28,29,22,28,29,30,26,24,24,31,29,32 
